City,Vehicle Type,Weather,Economic Condition,Day Of Week,Hour Of Day,Speed,Is Peak Hour,Random Event Occurred,Energy Consumption,Traffic Density
Pune,Bike,Snowy,Booming,Wednesday,23,60.6764,0,0,48.5411,0.3883
Pune,Bike,Clear,Booming,Friday,7,76.8,1,0,76.4437,0.2206
Mumbai,Bike,Hot,Recession,Saturday,15,89.415,0,0,71.532,0.0293
Mumbai,Bike,Rainy,Stable,Thursday,15,24.3532,0,0,19.4826,0.4171
Pune,Bike,Hot,Stable,Tuesday,3,91.3942,0,0,73.1153,0.1609
Delhi,Car,Storm,Recession,Saturday,13,36.7767,1,0,17.5965,0.435
Bengalore,Car,Snowy,Stable,Thursday,22,59.2143,0,0,35.4153,0.224
Pune,Bike,Snowy,Booming,Wednesday,0,41.3776,0,0,33.102,0.2628
Mumbai,Bike,Rainy,Stable,Wednesday,13,74.9316,0,0,59.9452,0.369
Bengalore,Bike,Snowy,Booming,Friday,1,85.0094,0,0,81.3487,0.3463
Mumbai,Car,Snowy,Booming,Saturday,19,32.0931,0,0,20.0582,0.2422
Chennai,Bike,Rainy,Stable,Tuesday,19,83.0443,0,0,73.8172,0.3412
Mumbai,Car,Storm,Booming,Tuesday,14,44.9673,0,0,22.4837,0.3295
Delhi,Rickshaw,Clear,Recession,Sunday,9,33.7492,0,0,46.0216,0.1856
Kolkata,Bike,Rainy,Recession,Wednesday,22,60.853,0,0,58.2325,0.0229
Pune,Bike,Snowy,Booming,Thursday,13,32.4141,0,0,25.9313,0.2341
Chennai,Bike,Storm,Booming,Thursday,16,83.9835,0,0,67.1868,0.4462
Bengalore,Bike,Hot,Stable,Friday,1,88.9991,0,0,80.9083,0.2397
Bengalore,Car,Rainy,Stable,Sunday,0,56.8012,0,0,33.972,0.2003
Kolkata,Bike,Rainy,Booming,Saturday,7,87.1148,0,0,83.3635,0.0713
Mumbai,Bike,Snowy,Stable,Friday,18,19.2402,1,0,17.1024,0.4198
Mumbai,Bike,Hot,Booming,Tuesday,8,96,1,0,84.8939,0.1355
Mumbai,Bus,Clear,Booming,Monday,22,28.3142,0,0,28.3142,0.5563
Delhi,Rickshaw,Snowy,Booming,Saturday,6,80.6174,0,0,115.7187,0.4232
Pune,Car,Storm,Recession,Tuesday,8,47.8368,1,0,23.9184,0.0633
Bengalore,Bike,Rainy,Recession,Friday,23,17.8899,0,0,17.1195,0.0233
Mumbai,Bike,Rainy,Booming,Wednesday,23,42.2467,0,0,33.7974,0.3618
Kolkata,Bike,Storm,Recession,Wednesday,18,57.6537,1,0,41.9153,0.029
Kolkata,Car,Snowy,Recession,Wednesday,2,33.7201,0,0,20.1675,0.0199
Pune,Bike,Hot,Recession,Tuesday,19,69.3293,0,0,61.626,0.0384
Chennai,Bike,Hot,Recession,Sunday,15,49.8593,0,0,39.8874,0.0709
Pune,Bike,Storm,Stable,Monday,9,63.8159,0,0,51.0527,0.1657
Pune,Bus,Rainy,Stable,Wednesday,17,61.2682,1,0,61.2682,0.3308
Kolkata,Bike,Hot,Recession,Saturday,3,82.2914,0,0,74.8104,0.0401
Chennai,Bus,Storm,Booming,Friday,11,43.318,0,0,43.318,0.7748
Kolkata,Car,Hot,Recession,Thursday,21,47.3973,0,0,26.9303,0.0721
Delhi,Car,Snowy,Recession,Sunday,6,47.9102,0,0,28.6544,0.4761
Kolkata,Bike,Rainy,Stable,Wednesday,18,126.7644,1,0,86.7421,0.0824
Bengalore,Bike,Storm,Booming,Saturday,2,23.8329,0,0,22.8066,0.4132
Delhi,Car,Storm,Booming,Tuesday,11,40.5528,0,1,24.2541,0.6841
Kolkata,Car,Rainy,Stable,Monday,4,53.2692,0,0,31.8596,0.0785
Chennai,Bike,Storm,Stable,Monday,14,20.1129,0,1,17.8782,0.7538
Chennai,Bike,Hot,Recession,Wednesday,10,109.4067,0,0,87.5253,0.1394
Bengalore,Bike,Clear,Recession,Thursday,5,36.8479,0,0,33.4981,0.1042
Mumbai,Rickshaw,Snowy,Recession,Tuesday,10,82.1689,0,0,98.6026,0.1524
Delhi,Bike,Clear,Recession,Saturday,5,49.3228,0,0,44.8389,0.3768
Bengalore,Bike,Clear,Stable,Sunday,0,24.6056,0,0,22.3687,0.2223
Pune,Car,Clear,Stable,Friday,23,36.6856,0,0,18.3428,0.199
Delhi,Bike,Clear,Recession,Friday,1,134.8004,0,0,122.5458,0.221
Pune,Bike,Storm,Recession,Tuesday,19,76.5143,0,0,68.0127,0.0633
Mumbai,Rickshaw,Storm,Booming,Friday,20,101.1498,0,0,121.3798,0.3723
Delhi,Car,Hot,Recession,Friday,3,66.3711,0,0,37.7108,0.0888
Delhi,Bike,Hot,Recession,Monday,3,100.205,0,0,91.0955,0.1724
Kolkata,Car,Rainy,Recession,Wednesday,2,21.7221,0,0,12.9917,0.0307
Pune,Bus,Hot,Recession,Saturday,11,31.174,0,0,31.174,0.1404
Delhi,Bike,Hot,Booming,Tuesday,12,66.7564,0,0,95.3663,0.831
Chennai,Bike,Snowy,Booming,Saturday,23,52.1692,0,0,41.7353,0.5117
Pune,Bus,Hot,Recession,Wednesday,22,63.691,0,0,63.691,0.0972
Pune,Rickshaw,Rainy,Booming,Monday,2,12.2629,0,0,18.3943,0.28
Delhi,Bike,Clear,Booming,Wednesday,23,66.7332,0,0,60.6665,0.4126
Chennai,Bike,Storm,Booming,Friday,7,25.7463,1,0,20.5971,0.311
Bengalore,Car,Hot,Recession,Tuesday,7,61.5434,1,0,27.9743,0.1756
Pune,Rickshaw,Clear,Recession,Sunday,21,80.8012,0,0,96.9614,0.1978
Chennai,Bike,Rainy,Booming,Monday,4,69.6359,0,0,55.7087,0.2796
Pune,Bike,Clear,Recession,Monday,3,29.826,0,0,23.8608,0.0383
Chennai,Car,Snowy,Stable,Friday,11,51.7245,0,0,25.8622,0.501
Delhi,Bus,Clear,Booming,Wednesday,4,23.8202,0,0,27.0684,0.5588
Mumbai,Bus,Rainy,Booming,Tuesday,5,26.6344,0,0,26.6344,0.5401
Bengalore,Bike,Snowy,Booming,Friday,2,15.3512,0,0,14.6902,0.4382
Mumbai,Car,Snowy,Stable,Monday,23,33.5411,0,0,16.7705,0.4066
Delhi,Bike,Hot,Booming,Saturday,9,49.3497,0,0,44.8633,0.3612
Chennai,Car,Clear,Recession,Saturday,13,61.0003,1,0,33.8891,0.2627
Pune,Bike,Storm,Booming,Monday,15,96,0,0,90.9767,0.2179
Kolkata,Bike,Rainy,Booming,Thursday,7,102.0621,1,0,78.1337,0.0823
Kolkata,Car,Hot,Stable,Tuesday,11,48.381,0,0,27.4892,0.1
Bengalore,Car,Clear,Booming,Wednesday,0,96.585,0,0,54.8778,0.2238
Pune,Bike,Storm,Stable,Sunday,1,22.4276,0,1,17.9421,0.2629
Kolkata,Bike,Clear,Booming,Friday,18,72.5821,1,0,45.1171,0.0731
Pune,Bike,Storm,Recession,Friday,7,84.48,1,0,89.0675,0.069
Mumbai,Rickshaw,Storm,Booming,Saturday,14,35.7224,1,0,42.8669,0.5124
Mumbai,Bike,Snowy,Booming,Thursday,15,59.9944,0,0,47.9955,0.5006
Chennai,Bike,Storm,Recession,Monday,19,84.8452,0,0,75.418,0.2298
Delhi,Bike,Snowy,Stable,Saturday,13,49.8137,1,0,41.9484,0.6567
Delhi,Bike,Storm,Recession,Monday,13,104.0979,0,0,99.6152,0.1832
Bengalore,Bike,Clear,Booming,Monday,23,115.5555,0,0,105.0505,0.2828
Mumbai,Rickshaw,Hot,Booming,Sunday,18,39.0904,0,0,46.9085,0.2133
Delhi,Car,Hot,Recession,Friday,21,38.1741,0,0,21.6898,0.2676
Chennai,Bike,Rainy,Recession,Friday,8,73.1893,1,0,58.5514,0.2483
Bengalore,Bike,Storm,Stable,Tuesday,6,18.6629,0,0,17.8592,0.2647
Bengalore,Bike,Rainy,Recession,Monday,16,34.8797,0,0,33.3777,0.0997
Pune,Bike,Clear,Booming,Monday,0,61.2609,0,0,49.0087,0.3491
Delhi,Bike,Clear,Booming,Friday,22,22.5895,0,0,20.5359,0.4665
Mumbai,Bike,Storm,Stable,Tuesday,18,46.2841,1,0,41.1414,0.3127
Delhi,Bike,Hot,Booming,Saturday,17,60.025,0,0,54.5682,0.4744
Delhi,Bike,Snowy,Stable,Tuesday,20,61.043,0,0,59.0044,0.3661
Mumbai,Car,Hot,Stable,Tuesday,17,55.535,1,0,27.7675,0.1813
Kolkata,Bike,Hot,Stable,Monday,18,52.721,1,0,32.7714,0.1134
Mumbai,Bike,Rainy,Stable,Thursday,22,28.113,0,0,22.4904,0.365
Chennai,Bike,Clear,Stable,Monday,15,18.9279,0,0,15.1423,0.6579
Pune,Car,Snowy,Stable,Sunday,3,36.8543,0,0,18.4272,0.2452
Bengalore,Bike,Hot,Booming,Tuesday,14,83.5708,0,0,75.9735,0.2319
Delhi,Bike,Snowy,Booming,Friday,0,57.7584,0,0,55.2712,0.4197
Pune,Bus,Snowy,Recession,Friday,7,76.032,1,0,84.0473,0.1959
Chennai,Bike,Hot,Recession,Saturday,1,111.8171,0,0,89.4537,0.2825
Kolkata,Car,Storm,Recession,Friday,14,34.4469,0,0,20.6022,0.0103
Delhi,Car,Clear,Stable,Thursday,4,48.9373,0,0,27.8053,0.6127
Bengalore,Bike,Clear,Stable,Wednesday,3,43.3065,0,0,39.3696,0.3713
Pune,Car,Rainy,Booming,Monday,6,85.2731,0,0,42.6366,0.1627
Kolkata,Bike,Hot,Recession,Saturday,14,64.7995,1,0,47.1269,0.0231
Bengalore,Bike,Storm,Stable,Thursday,14,60.5986,0,0,57.9891,0.1068
Bengalore,Rickshaw,Storm,Booming,Saturday,2,38.6512,0,0,55.4802,0.487
Mumbai,Bike,Snowy,Booming,Monday,7,18.8284,1,0,15.0627,0.2716
Mumbai,Bike,Rainy,Recession,Wednesday,0,27.4651,0,0,21.9721,0.2188
Pune,Bike,Rainy,Booming,Sunday,4,39.6719,0,0,31.7376,0.2098
Kolkata,Bike,Snowy,Recession,Tuesday,4,96.5069,0,0,92.3511,0.0274
Mumbai,Car,Storm,Recession,Thursday,6,26.5914,0,0,13.2957,0.1705
Kolkata,Car,Rainy,Stable,Wednesday,21,63.0799,0,0,37.7272,0.1202
Chennai,Bike,Storm,Booming,Wednesday,22,33.6008,0,0,26.8807,0.5734
Kolkata,Bike,Snowy,Stable,Monday,20,89.591,0,0,73.2761,0.0564
Pune,Bike,Hot,Stable,Monday,5,65.2477,0,0,52.1982,0.2497
Mumbai,Bike,Storm,Stable,Thursday,13,33.831,0,0,27.0648,0.4687
Kolkata,Bike,Clear,Stable,Tuesday,21,37.6361,0,0,29.2433,0.1723
Bengalore,Bike,Clear,Booming,Tuesday,16,32.317,0,0,29.3791,0.2702
Pune,Bike,Snowy,Recession,Monday,18,24.2163,1,0,21.5256,0.0913
Bengalore,Bike,Storm,Recession,Wednesday,14,54.4032,0,0,52.0605,0.0944
Mumbai,Rickshaw,Storm,Booming,Saturday,0,82.0567,0,0,98.468,0.454
Delhi,Bike,Clear,Stable,Tuesday,21,40.2669,0,0,36.976,0.3487
Mumbai,Car,Rainy,Stable,Wednesday,17,77.76,1,0,58.161,0.4373
Pune,Bus,Snowy,Booming,Friday,3,84.0673,0,0,84.0673,0.2915
Delhi,Bike,Snowy,Booming,Wednesday,1,47.5337,0,0,40.0284,0.7879
Chennai,Bike,Clear,Recession,Wednesday,14,72.556,0,0,58.0448,0.1051
Bengalore,Bike,Rainy,Booming,Friday,10,58.3651,0,0,55.8518,0.3989
Mumbai,Car,Storm,Booming,Wednesday,2,106.839,0,0,53.4195,0.2733
Bengalore,Car,Rainy,Stable,Monday,17,79.7508,1,0,38.1583,0.1355
Chennai,Rickshaw,Rainy,Booming,Thursday,13,43.8395,0,0,52.6074,0.5146
Mumbai,Bike,Rainy,Stable,Thursday,14,42.6954,0,0,34.1563,0.3016
Mumbai,Car,Snowy,Booming,Thursday,18,77.5956,1,0,38.7978,0.3526
Delhi,Car,Hot,Booming,Wednesday,15,56.0311,0,0,31.8358,0.4647
Mumbai,Bike,Snowy,Booming,Monday,12,97.9011,0,0,78.3209,0.441
Pune,Bus,Hot,Stable,Monday,8,33.7264,1,0,33.7264,0.3585
Pune,Bike,Hot,Recession,Friday,14,18.4333,0,0,14.7466,0.0409
Delhi,Car,Storm,Booming,Monday,7,59.3159,1,0,28.3808,0.3693
Chennai,Bike,Storm,Recession,Friday,19,51.7689,0,0,46.0168,0.2079
Mumbai,Bike,Hot,Stable,Sunday,17,39.1189,0,0,31.2952,0.2316
Pune,Bike,Hot,Booming,Tuesday,13,74.5785,0,0,59.6628,0.2123
Bengalore,Bike,Hot,Recession,Thursday,19,42.094,0,0,35.4326,0.1225
Mumbai,Rickshaw,Snowy,Stable,Wednesday,19,67.3966,0,0,80.8759,0.3616
Pune,Bike,Snowy,Stable,Thursday,3,12.7696,0,0,10.2157,0.2342
Delhi,Bike,Clear,Booming,Friday,20,125.4528,0,0,123.5592,0.3896
Mumbai,Rickshaw,Storm,Stable,Monday,0,81.4333,0,0,97.7199,0.3802
Pune,Car,Storm,Booming,Tuesday,10,20.1041,0,0,10.052,0.1913
Bengalore,Bike,Rainy,Recession,Sunday,18,46.9726,0,0,44.9498,0.0594
Bengalore,Bike,Hot,Stable,Tuesday,12,24.9491,0,0,22.681,0.1596
Chennai,Bus,Snowy,Stable,Friday,15,11.7234,0,0,13.026,0.3852
Bengalore,Bike,Rainy,Booming,Thursday,13,64.8088,0,0,62.018,0.2594
Delhi,Car,Clear,Recession,Monday,20,76.9861,0,0,43.7421,0.3109
Kolkata,Bike,Rainy,Booming,Saturday,10,28.4753,0,0,27.2491,0.1085
Chennai,Car,Rainy,Recession,Tuesday,0,72.4634,0,0,40.2575,0.1452
Chennai,Bike,Clear,Recession,Tuesday,14,82.8236,0,0,66.2589,0.071
Chennai,Bike,Storm,Recession,Friday,7,50.1345,1,1,40.1076,0.2247
Pune,Bike,Clear,Booming,Monday,20,77.7743,0,0,69.1327,0.1575
Pune,Bike,Storm,Recession,Friday,10,29.2894,0,1,23.4316,0.082
Kolkata,Bike,Snowy,Recession,Wednesday,6,21.7575,0,0,20.8206,0.0466
Kolkata,Bike,Storm,Recession,Wednesday,6,96.7487,0,0,92.5825,0.0373
Chennai,Rickshaw,Clear,Stable,Saturday,13,86.4,1,0,110.274,0.4887
Chennai,Bike,Hot,Stable,Wednesday,4,80.7559,0,0,64.6048,0.5203
Kolkata,Bike,Hot,Stable,Friday,18,89.5026,1,0,55.6349,0.0726
Mumbai,Bike,Rainy,Booming,Tuesday,21,24.7127,0,0,21.9668,0.4107
Chennai,Car,Rainy,Booming,Friday,17,39.8534,1,0,24.9083,0.5362
Bengalore,Bike,Rainy,Booming,Tuesday,23,62.277,0,0,59.5952,0.1772
Chennai,Bike,Clear,Stable,Friday,2,42.9559,0,0,34.3647,0.6093
Delhi,Bike,Rainy,Recession,Saturday,9,79.5261,0,0,76.1015,0.3464
Pune,Bike,Snowy,Booming,Sunday,22,73.8984,0,0,59.1187,0.1273
Delhi,Bike,Storm,Booming,Saturday,13,47.9279,1,0,36.6912,0.6241
Delhi,Rickshaw,Clear,Booming,Thursday,12,80.228,0,0,109.4019,0.6658
Delhi,Car,Rainy,Recession,Wednesday,3,22.4545,0,0,13.4297,0.1487
Kolkata,Bike,Hot,Booming,Wednesday,0,99.9287,0,0,90.8443,0.1192
Mumbai,Car,Rainy,Stable,Monday,4,101.4242,0,0,50.7121,0.2302
Chennai,Car,Clear,Stable,Thursday,10,38.7351,0,0,19.3676,0.561
Kolkata,Bike,Clear,Stable,Saturday,21,62.2643,0,0,56.6039,0.1197
Mumbai,Bike,Clear,Booming,Saturday,8,103.8126,0,0,83.0501,0.3939
Delhi,Bike,Clear,Recession,Saturday,18,68.7098,0,0,62.4634,0.0921
Kolkata,Car,Clear,Stable,Sunday,8,51.3802,0,0,29.1933,0.0809
Delhi,Car,Snowy,Stable,Tuesday,12,35.8495,0,0,21.4411,0.5791
Kolkata,Bike,Rainy,Recession,Saturday,5,31.1993,0,0,29.8558,0.0697
Delhi,Bus,Clear,Recession,Thursday,7,122.0848,1,0,110.9862,0.2974
Mumbai,Rickshaw,Clear,Recession,Sunday,14,35.5467,1,0,42.656,0.1705
Bengalore,Bike,Storm,Stable,Monday,20,31.9549,0,0,28.3137,0.2583
Mumbai,Bike,Snowy,Booming,Friday,2,51.5421,0,0,41.2337,0.2614
Pune,Bike,Storm,Booming,Wednesday,14,22.509,0,1,18.0072,0.2433
Kolkata,Bike,Hot,Stable,Thursday,6,81.0354,0,0,73.6685,0.0917
Bengalore,Car,Hot,Booming,Sunday,21,74.187,0,0,42.1517,0.3684
Pune,Bike,Clear,Recession,Saturday,9,61.0527,0,0,48.8421,0.0807
Kolkata,Bike,Clear,Recession,Saturday,6,76.2559,0,0,69.3235,0.0209
Chennai,Rickshaw,Snowy,Stable,Sunday,10,58.2837,0,0,69.9405,0.4576
Chennai,Bike,Storm,Booming,Wednesday,0,48.8986,0,0,39.1189,0.4412
Pune,Bus,Hot,Stable,Monday,23,68.8411,0,0,76.4901,0.386
Mumbai,Bike,Rainy,Booming,Saturday,15,101.703,0,0,81.3624,0.4018
Chennai,Bike,Rainy,Stable,Wednesday,14,45.1655,0,0,36.1324,0.4695
Pune,Car,Snowy,Booming,Sunday,11,85.3696,0,0,42.6848,0.3377
Delhi,Bike,Snowy,Booming,Friday,1,34.4169,0,0,32.9348,0.5565
Delhi,Bike,Clear,Recession,Sunday,4,37.074,0,0,33.7037,0.1038
Bengalore,Bike,Snowy,Stable,Saturday,22,30.2006,0,0,28.9001,0.1812
Mumbai,Bike,Clear,Stable,Sunday,15,25.9902,0,0,20.7921,0.4803
Bengalore,Bike,Snowy,Recession,Sunday,14,36.9072,1,0,28.2543,0.0801
Bengalore,Bike,Hot,Recession,Monday,2,34.8232,0,0,31.6575,0.1493
Bengalore,Bike,Rainy,Stable,Thursday,9,35.1161,0,0,33.6039,0.1373
Pune,Car,Hot,Recession,Sunday,18,20.8955,0,0,10.4477,0.1095
Delhi,Rickshaw,Snowy,Recession,Wednesday,1,55.3265,0,0,79.4161,0.2246
Mumbai,Rickshaw,Rainy,Recession,Monday,5,36.8887,0,0,44.2664,0.1653
Pune,Bus,Rainy,Booming,Thursday,7,53.6462,1,0,53.6462,0.4261
Bengalore,Car,Snowy,Booming,Monday,5,62.9942,0,0,58.8687,0.3031
Mumbai,Bike,Storm,Recession,Tuesday,7,86.0108,1,0,68.8086,0.1555
Pune,Car,Hot,Recession,Tuesday,23,35.1975,0,1,17.5988,0.0346
Pune,Bike,Storm,Recession,Saturday,6,46.9439,0,1,37.5551,0.0965
Chennai,Rickshaw,Snowy,Stable,Saturday,0,55.98,0,0,74.64,0.4199
Mumbai,Car,Hot,Recession,Wednesday,17,65.4956,1,0,32.7478,0.0572
Pune,Bus,Clear,Recession,Saturday,16,50.625,0,0,50.625,0.0675
Mumbai,Car,Clear,Recession,Monday,0,37.9696,0,0,18.9848,0.1455
Mumbai,Bike,Snowy,Stable,Monday,4,54.1936,0,1,43.3549,0.3248
Bengalore,Car,Rainy,Booming,Thursday,9,94.3959,0,0,56.4569,0.154
Kolkata,Bike,Rainy,Stable,Wednesday,0,60.3886,0,0,57.7882,0.0959
Pune,Car,Storm,Booming,Wednesday,5,36.1236,0,0,18.0618,0.2075
Chennai,Bike,Rainy,Stable,Monday,1,72.9449,0,0,58.3559,0.4118
Pune,Bike,Rainy,Booming,Tuesday,16,84.526,0,0,67.6208,0.194
Bengalore,Bike,Clear,Recession,Friday,14,22.8301,0,0,20.7546,0.0976
Chennai,Bike,Clear,Booming,Saturday,22,108,0,0,93.4638,0.75
Pune,Bike,Clear,Booming,Friday,23,48.1776,0,0,38.5421,0.3154
Chennai,Car,Snowy,Stable,Wednesday,9,68.5575,0,0,34.2787,0.5648
Delhi,Bike,Hot,Booming,Tuesday,12,80.3362,0,0,73.033,0.5798
Chennai,Bike,Clear,Stable,Sunday,6,51.5179,0,0,41.2144,0.4828
Kolkata,Bike,Storm,Recession,Monday,21,114.2266,0,0,93.4254,0.0246
Delhi,Bike,Rainy,Recession,Tuesday,16,99.6205,0,0,95.3307,0.0749
Chennai,Rickshaw,Snowy,Stable,Monday,20,14.4701,0,0,17.3641,0.7027
Chennai,Bike,Clear,Booming,Wednesday,3,84.6369,0,0,84.6369,0.4075
Pune,Bike,Hot,Recession,Thursday,3,105.6,0,0,92.9492,0.057
Mumbai,Bike,Storm,Booming,Wednesday,14,60.0211,0,0,48.0169,0.5963
Pune,Bike,Clear,Booming,Monday,21,13.5606,0,0,12.0538,0.2451
Chennai,Bus,Clear,Recession,Saturday,20,33.8977,0,0,33.8977,0.1622
Pune,Rickshaw,Rainy,Recession,Saturday,8,28.2951,0,0,33.9542,0.2021
Chennai,Bike,Storm,Stable,Sunday,1,52.8043,0,0,42.2435,0.4741
Delhi,Bike,Clear,Recession,Saturday,14,72.0509,1,0,52.4007,0.3005
Chennai,Bike,Snowy,Stable,Monday,3,26.2386,0,0,20.9909,0.5431
Kolkata,Bike,Rainy,Booming,Tuesday,23,108.3456,0,0,111.1992,0.0771
Kolkata,Bike,Hot,Booming,Tuesday,10,38.1927,0,0,34.7207,0.1825
Pune,Bike,Rainy,Recession,Wednesday,22,53.7044,0,0,42.9635,0.0602
Kolkata,Bike,Clear,Booming,Friday,15,98.8472,0,0,89.8611,0.1147
Pune,Car,Snowy,Recession,Wednesday,3,75.0499,0,0,37.5249,0.026
Chennai,Car,Rainy,Booming,Tuesday,12,29.0689,0,1,14.5344,0.4713
Delhi,Bike,Storm,Recession,Thursday,15,99.2206,0,0,94.9479,0.2059
Pune,Car,Clear,Recession,Monday,2,21.0061,0,0,10.503,0.0897
Kolkata,Car,Rainy,Recession,Monday,17,118.7011,1,0,56.7948,0.0481
Kolkata,Bike,Storm,Booming,Saturday,16,17.5257,0,0,16.771,0.0637
Bengalore,Bike,Snowy,Stable,Monday,12,80.6188,0,0,77.1472,0.1231
Pune,Car,Clear,Stable,Monday,8,76.8,1,1,50.6299,0.25
Kolkata,Car,Rainy,Recession,Wednesday,20,27.9617,0,0,16.7235,0.0145
Mumbai,Car,Clear,Stable,Sunday,6,44.2337,0,0,24.5743,0.3595
Chennai,Bike,Rainy,Recession,Wednesday,22,15.1997,0,0,12.1598,0.0815
Mumbai,Bike,Clear,Recession,Tuesday,10,18.8331,0,0,15.0665,0.1304
Mumbai,Rickshaw,Snowy,Booming,Monday,6,99.0137,0,0,118.8164,0.3928
Pune,Bike,Rainy,Recession,Wednesday,20,31.8579,0,0,28.3182,0.1163
Delhi,Bike,Snowy,Recession,Monday,9,67.6225,0,0,64.7105,0.1948
Bengalore,Bike,Rainy,Stable,Thursday,22,42.176,0,0,40.3598,0.1547
Chennai,Rickshaw,Hot,Booming,Wednesday,19,58.0352,0,0,69.6423,0.7297
Mumbai,Bike,Snowy,Stable,Saturday,19,28.1159,0,0,22.4927,0.3214
Delhi,Bike,Rainy,Booming,Wednesday,22,78.1691,0,1,74.803,0.536
Chennai,Bike,Rainy,Recession,Sunday,8,86.621,0,0,69.2968,0.178
Delhi,Bike,Rainy,Recession,Monday,19,85.611,0,0,82.7519,0.1001
Mumbai,Bike,Hot,Booming,Saturday,9,52.2243,0,0,52.2243,0.1725
Chennai,Bus,Clear,Stable,Monday,12,48.1075,0,0,48.1075,0.6957
Mumbai,Bus,Clear,Stable,Friday,10,105.0205,0,0,105.0205,0.3292
Mumbai,Car,Hot,Recession,Wednesday,0,48.0547,0,0,24.0274,0.0901
Kolkata,Car,Snowy,Recession,Friday,11,37.4152,0,0,22.3775,0.0305
Delhi,Rickshaw,Rainy,Recession,Thursday,14,23.5093,0,1,33.7455,0.2461
Mumbai,Bike,Hot,Booming,Tuesday,4,16.4117,0,0,13.1293,0.3717
Pune,Bike,Rainy,Stable,Tuesday,1,47.4476,0,0,42.1757,0.2154
Mumbai,Car,Clear,Booming,Monday,15,45.0073,0,0,22.5036,0.2929
Delhi,Bike,Clear,Recession,Monday,11,74.3995,0,0,67.6359,0.1104
Mumbai,Bus,Rainy,Stable,Sunday,19,32.2657,0,0,32.2657,0.4268
Pune,Bike,Storm,Stable,Monday,15,84.0397,0,0,67.2317,0.1597
Pune,Bike,Storm,Recession,Thursday,17,72.4123,1,0,57.9299,0.0746
Kolkata,Car,Snowy,Recession,Sunday,21,45.4986,0,0,27.2121,0.017
Chennai,Car,Clear,Booming,Wednesday,22,40.333,0,0,20.1665,0.4815
Mumbai,Rickshaw,Clear,Booming,Friday,6,20.1835,0,0,24.2202,0.3448
Kolkata,Rickshaw,Clear,Recession,Tuesday,12,93.7552,0,0,127.848,0.025
Pune,Bike,Hot,Booming,Saturday,8,54.0358,0,0,43.2287,0.2995
Delhi,Car,Hot,Booming,Sunday,15,79.2232,0,0,45.0132,0.4401
Bengalore,Car,Rainy,Stable,Wednesday,13,22.0282,0,0,13.1748,0.1375
Delhi,Rickshaw,Storm,Booming,Wednesday,12,89.4461,0,0,128.3915,0.4024
Chennai,Bike,Clear,Recession,Friday,6,26.5235,0,0,21.2188,0.2784
Mumbai,Bus,Hot,Stable,Friday,9,73.7853,0,0,73.7853,0.1511
Mumbai,Car,Snowy,Booming,Friday,10,47.1874,0,0,23.5937,0.3166
Mumbai,Bike,Storm,Recession,Tuesday,13,73.4948,0,0,58.7959,0.1233
Bengalore,Bike,Snowy,Stable,Sunday,12,19.6631,1,0,15.0531,0.2994
Delhi,Bus,Snowy,Stable,Tuesday,2,24.8934,0,0,29.7768,0.4586
Mumbai,Car,Hot,Recession,Sunday,17,100.696,0,0,50.348,0.0494
Bengalore,Bike,Rainy,Recession,Sunday,20,26.3644,0,0,25.2291,0.0343
Pune,Car,Rainy,Booming,Tuesday,6,61.6696,0,0,30.8348,0.2222
Delhi,Bike,Rainy,Stable,Saturday,15,48.2369,0,0,46.1597,0.6061
Mumbai,Car,Storm,Booming,Thursday,19,66.6505,0,0,33.3252,0.3358
Delhi,Bike,Snowy,Booming,Sunday,8,100.3443,0,0,96.0232,0.4127
Bengalore,Bike,Rainy,Recession,Thursday,17,71.3029,1,0,54.5859,0.098
Delhi,Car,Clear,Booming,Tuesday,10,23.311,0,0,13.2449,0.5217
Pune,Bike,Hot,Booming,Thursday,12,44.7565,0,1,35.8052,0.2302
Kolkata,Bike,Rainy,Stable,Thursday,9,55.9903,0,0,53.5793,0.0511
Chennai,Rickshaw,Clear,Stable,Thursday,21,40.6599,0,0,54.2132,0.7015
Pune,Bike,Clear,Recession,Friday,21,78.776,0,0,70.0231,0.0942
Pune,Bike,Hot,Booming,Thursday,10,57.6481,0,0,46.1185,0.2289
Bengalore,Bike,Storm,Booming,Saturday,5,33.3146,0,0,31.88,0.2957
Chennai,Car,Rainy,Stable,Sunday,4,60.3749,0,0,30.1875,0.5859
Bengalore,Car,Hot,Stable,Saturday,1,61.4717,0,0,34.9271,0.2299
Delhi,Rickshaw,Rainy,Booming,Sunday,10,80.4065,0,0,115.416,0.4042
Mumbai,Bike,Storm,Stable,Monday,18,51.7394,1,0,45.9906,0.3163
Kolkata,Bike,Storm,Booming,Saturday,11,93.4708,0,0,89.4457,0.0562
Delhi,Car,Storm,Booming,Tuesday,23,28.0576,0,0,16.7809,0.6675
Chennai,Bike,Hot,Booming,Tuesday,3,22.773,0,0,18.2184,0.5914
Bengalore,Bike,Hot,Booming,Monday,1,46.5374,0,0,42.3067,0.1945
Pune,Bike,Clear,Stable,Thursday,21,86.4,0,0,92.8747,0.2081
Bengalore,Car,Rainy,Booming,Friday,19,99.3168,0,0,61.1127,0.1459
Bengalore,Bike,Snowy,Stable,Sunday,1,26.7108,0,0,25.5606,0.3195
Mumbai,Car,Storm,Stable,Thursday,22,74.7331,0,0,37.3665,0.2706
